jonathan 0 0.00492611
kerry 0 0.00738916
khamenei 0.00769231 0.00246305
lambasted 0 0
large 0 0.00246305
larger 0 0.00492611
lastsecond 0 0
late 0.00769231 0
lawmakers 0.0153846 0
lead 0 0
leader 0.00769231 0.00246305
leading 0 0.00246305
leads 0 0.00246305
left 0 0
lifting 0 0
limitations 0 0
limited 0 0.00246305
limiting 0 0.00246305
long 0 0.00246305
lot 0 0.00492611
made 0 0
mahmoud 0.00769231 0.00246305
majority 0 0
make 0 0.00492611
makes 0 0.00246305
making 0 0.00246305
marathon 0 0
marcus 0 0.00492611
mark 0 0
matter 0 0.00246305
matters 0.00769231 0.00246305
means 0 0.00246305
measures 0 0
media 0 0
meeting 0 0
met 0 0.00246305
metals 0 0.00246305
middle 0 0.00246305
military 0 0
minister 0.0153846 0.00492611
ministers 0 0.00246305
mistake 0 0.00738916
mistaken 0 0.00246305
moderate 0.00769231 0.00246305
mohammad 0 0.00246305
mohammed 0.00769231 0
monitor 0.00769231 0
monitoring 0 0
months 0 0.0123153
morning 0 0
mr 0 0.00492611
natanz 0 0.00246305
national 0 0.00246305
nationally 0 0
nations 0 0.00246305
nationwide 0 0.00246305
neda 0 0
negotiate 0 0.00246305
negotiating 0 0.00246305
negotiation 0 0.00246305
negotiations 0.00769231 0
negotiator 0.00769231 0
negotiators 0.00769231 0
netanyahu 0 0.00738916
news 0 0.00246305
night 0.00769231 0
nonproliferation 0 0
noticeable 0.00769231 0
nov 0 0.00492611
nuclear 0.0461538 0.0270936
number 0 0
obama 0 0.00492611
obamas 0 0.00246305
observers 0.00769231 0
obtain 0 0.00246305
occurring 0 0
official 0 0
officials 0.00769231 0.00246305
oil 0 0
open 0 0
operational 0 0.00492611
opportunity 0 0
opposition 0.0153846 0
overnight 0 0.00246305
p51 0 0
part 0 0
partners 0 0
party 0 0.00246305
pass 0 0.00246305
passing 0 0.00246305
pause 0.00769231 0
paved 0 0.00246305
peace 0.00769231 0
people 0.00769231 0
permanent 0 0.00738916
persistent 0 0.00246305
personally 0 0.00246305
place 0 0.00246305
plutonium 0 0.00246305
point 0 0.00246305
policy 0 0
poor 0.00769231 0
potential 0 0
power 0 0.00246305
powers 0 0.00246305
practical 0 0.00246305
precious 0 0.00246305
prepared 0.00769231 0.00246305
president 0.0153846 0.0147783
pressure 0 0
prevent 0 0.00246305
previously 0 0
prime 0 0.00492611
principles 0 0.00246305
priority 0 0
private 0 0
produce 0 0.00246305
program 0.00769231 0
programme 0 0.00738916
progress 0 0.00246305
promised 0 0.00246305
provide 0 0
provisions 0 0.00246305
purposes 0 0
pushed 0 0
put 0 0
quick 0.00769231 0
quoting 0 0.00246305
ratchet 0 0
reached 0 0.00738916
reaction 0 0
reactor 0 0
ready 0.00769231 0
real 0 0.00246305
realistically 0 0
reason 0 0.00246305
received 0 0.00246305
recent 0 0.00246305
recognise 0 0.00246305
recognised 0 0.00492611
recognized 0 0
referred 0.00769231 0
refrain 0 0.00246305
regarded 0 0.00246305
regime 0 0.00246305
reiterated 0 0
relations 0.00769231 0
relative 0 0.00246305
released 0 0
relief 0 0.00492611
repeated 0 0.00246305
replace 0 0
report 0 0
reported 0 0
reports 0 0.00246305
representing 0 0
republic 0.00769231 0
republican 0 0.00246305
republicans 0 0.00246305
requires 0 0
requiring 0 0
retains 0 0
return 0 0.00492611
revealed 0 0.00246305
revenues 0 0
rhetoric 0 0
roll 0 0
rouhani 0.00769231 0.00492611
russia 0 0.00246305
safer 0 0.00246305
sanctions 0.0153846 0.0172414
satisfactory 0 0
schumer 0 0.00246305
scientists 0.00769231 0
sciutto 0 0
secret 0 0.00246305
secretary 0 0.00738916
secretly 0 0.00246305
sectors 0 0.00246305
seek 0 0.00492611
senator 0 0.00492611
senior 0 0.00246305
series 0 0.00246305
set 0.00769231 0
seyed 0 0
short 0 0.00246305
sides 0 0.00246305
simply 0 0
simpson 0 0
sites 0.00769231 0.00246305
sixmonth 0.00769231 0
skeptical 0 0
slain 0.00769231 0
slows 0 0
smiling 0 0.00246305
solution 0 0
sought 0.00769231 0.00246305
southwest 0 0
space 0 0.00492611
speak 0 0.00246305
speaking 0 0.00246305
specific 0 0.00246305
stage 0.00769231 0
stance 0 0
state 0.0153846 0.00738916
statement 0 0.00246305
states 0 0
stations 0 0.00246305
steinitz 0 0
step 0 0.00246305
steps 0 0
sticking 0 0
sticks 0 0.00246305
stockpile 0 0.00246305
stockpiles 0 0
stop 0 0.00246305
stresses 0 0.00246305
strict 0 0
strong 0 0
struck 0 0
students 0.00769231 0
substantial 0 0
substantive 0 0.00246305
succeeding 0 0.00246305
success 0 0.00246305
suggested 0 0
sunday 0.0230769 0.00985222
supported 0.00769231 0
supporters 0.00769231 0
supreme 0.00769231 0.00246305
surrender 0.00769231 0
suspect 0 0.00246305
switzerland 0 0
tables 0 0
taking 0 0
talks 0.00769231 0.00985222
targeted 0 0.00246305
technology 0 0
tehran 0.0230769 0.00492611
tehrans 0 0
televised 0 0
television 0.00769231 0
terms 0 0.00246305
thankful 0.00769231 0
threaten 0 0.00246305
threats 0 0
time 0 0.00246305
times 0 0
today 0 0
told 0.00769231 0.00246305
tom 0 0
tomorrow 0.00769231 0
tone 0 0
top 0.00769231 0
tough 0 0.00246305
tougher 0 0.00246305
track 0.00769231 0
transfer 0 0
transparency 0 0
treaty 0 0
trusting 0 0
turn 0 0
twitter 0 0
uk 0 0.00492611
ultimately 0 0
understand 0 0
united 0 0
unknown 0 0
unnecessary 0 0
unprecedented 0 0
uranium 0 0.00738916
usable 0 0
vast 0 0
verification 0 0
violates 0 0
war 0.00769231 0
warned 0 0
wary 0 0
water 0 0
weapon 0 0.00738916
weapons 0 0.00246305
weaponsgrade 0 0
welcomed 0 0.00246305
west 0.0153846 0
western 0 0
white 0 0
wider 0 0
work 0 0.00246305
worked 0 0
world 0 0.00246305
wrote 0 0
year 0 0
years 0.0153846 0
young 0.00769231 0
yubal 0 0
zarif 0.0153846 0.00246305
