department 0.00531915 0.00755668 0.00754717
despicable 0.00265957 0.00251889 0.00377358
detrimental 0 0 0.00377358
diplomat 0 0.00251889 0
diplomatic 0.00265957 0 0
district 0.00265957 0 0
dose 0.00265957 0 0
doubt 0 0.00251889 0.00377358
dozen 0.00531915 0.00251889 0
driving 0.00265957 0.00251889 0
drug 0.00265957 0 0
e 0 0 0.00377358
earlier 0.00265957 0 0.00377358
edgar 0.00265957 0.0125945 0.00377358
effect 0.00265957 0 0
effectively 0 0.00251889 0
enforce 0 0.00251889 0
enforcing 0 0 0.00377358
ensure 0.00265957 0 0
ensured 0 0 0.00377358
evidence 0.00797872 0.00251889 0
executed 0.00531915 0.00503778 0.0113208
executes 0 0.00251889 0
execution 0.0132979 0.02267 0.0150943
executions 0 0 0.00377358
extremely 0 0 0.00377358
fact 0 0 0.00377358
facts 0 0.00503778 0.00377358
failed 0 0.00251889 0.00377358
failure 0 0.00251889 0
fair 0.00265957 0.00251889 0.00377358
fairness 0 0.00251889 0
fatal 0.00265957 0 0
fatally 0 0 0.00377358
favour 0 0.00251889 0
fearing 0 0 0.00377358
federal 0.00265957 0 0
felony 0 0 0.00377358
final 0.00265957 0.00251889 0
fled 0.00265957 0 0
florida 0 0.00251889 0
foot 0.00265957 0 0
force 0.00265957 0.00251889 0
foreign 0.00531915 0.00251889 0
gaddis 0.00797872 0.00503778 0.00377358
general 0.00265957 0 0
george 0 0.00251889 0
gmt 0 0.00503778 0
gov 0.00265957 0 0.00377358
government 0.00531915 0.00251889 0.00377358
governments 0 0.00251889 0
governor 0 0.00251889 0
grant 0 0 0.00377358
greg 0.00265957 0 0
guaranteed 0.00265957 0 0
guidance 0 0.00251889 0
gustavo 0 0 0.00377358
guy 0.00265957 0.00251889 0.00377358
hague 0.00265957 0.00503778 0
hagues 0 0.00251889 0
halt 0.00265957 0 0
handcuffs 0.00265957 0 0
harder 0 0.00251889 0
harf 0 0.00251889 0
harris 0.00265957 0 0
head 0.00531915 0.00251889 0
hear 0 0.00251889 0
hearings 0.00265957 0 0.00377358
held 0 0.00251889 0
highest 0 0.00251889 0
holds 0 0.00251889 0
hometown 0 0.00251889 0
houston 0.00265957 0.00251889 0.00377358
huntsville 0 0.00503778 0.00754717
illegally 0.00265957 0.00503778 0
impact 0.00265957 0.00251889 0.00377358
impaired 0.00265957 0 0
implemented 0.00265957 0 0
important 0.00265957 0 0
including 0.00265957 0.00251889 0.00377358
indisputable 0 0 0.00377358
ineligible 0.00265957 0 0
informed 0.00265957 0 0
initially 0 0.00251889 0
injected 0 0.00251889 0
injection 0.00265957 0.00251889 0.00377358
inmates 0.00531915 0 0.00377358
inside 0.00265957 0 0
interests 0.00265957 0 0.00377358
international 0.00797872 0.00755668 0.00754717
involved 0.00265957 0 0
issue 0 0.00251889 0.00377358
issued 0.00265957 0 0
january 0.00265957 0.00755668 0
jason 0 0 0.00377358
john 0.00265957 0.00503778 0.00377358
jury 0.00265957 0.00251889 0.00377358
justice 0.00265957 0.00503778 0.00377358
kerry 0.00265957 0.0100756 0.00754717
key 0 0.00251889 0
killed 0 0.00251889 0
killer 0 0 0.00377358
killing 0.00265957 0 0
l 0.00265957 0 0.00377358
lack 0 0.00251889 0
lastday 0.00265957 0 0
lastditch 0 0 0.00377358
lastminute 0 0.00251889 0
law 0 0.00251889 0.00377358
laws 0.00265957 0.00251889 0.00754717
lawyers 0.00265957 0.00503778 0.00754717
leaders 0.00265957 0 0
leaving 0 0.00251889 0
legal 0.00531915 0.00503778 0
legislation 0.00531915 0.00251889 0
lethal 0.00531915 0.00251889 0.00377358
letter 0 0.00503778 0
levin 0.00531915 0 0.00377358
living 0 0.00251889 0
local 0 0.00251889 0
looked 0.00265957 0 0
lower 0.00265957 0 0
lucy 0.00265957 0.00251889 0.00377358
made 0.00531915 0.00251889 0
maintained 0 0.00251889 0
make 0 0.00503778 0.00377358
makes 0 0.00251889 0
making 0.00265957 0 0
man 0.00265957 0.00251889 0.00377358
mandated 0.00265957 0 0
marie 0 0.00251889 0
marks 0 0 0.00377358
matter 0.00265957 0.00251889 0.00377358
maurie 0.00265957 0 0.00377358
mayra 0 0 0.00377358
mears 0 0 0.00377358
men 0 0.00251889 0
mentally 0.00265957 0 0
met 0 0.00251889 0
mexican 0.018617 0.0176322 0.0113208
mexicans 0.00265957 0 0.00377358
mexico 0 0.00503778 0
mexicos 0 0.00251889 0.00377358
miacatlan 0 0.00503778 0
midnight 0 0.00251889 0
ministry 0.00265957 0 0
minutes 0.00265957 0.00251889 0
mother 0.00265957 0.00251889 0
motion 0 0 0.00377358
motorcycles 0.00265957 0 0
move 0 0.00251889 0
movement 0.00265957 0 0
mr 0.00531915 0.00755668 0.00377358
mumbled 0.00265957 0 0
murder 0.00265957 0.00503778 0.0113208
nashed 0.00265957 0.00251889 0.00377358
national 0.00265957 0.00251889 0.00377358
nationals 0.00265957 0.00251889 0
nations 0.00797872 0 0
neck 0.00265957 0.00251889 0
necklace 0.00265957 0 0
netherlands 0.00265957 0.00251889 0
nick 0 0 0.00377358
night 0.00265957 0 0.00377358
notified 0 0.00251889 0
obama 0 0 0.00377358
objections 0 0.00503778 0
obligations 0 0.00503778 0
offenders 0 0.00251889 0
offers 0 0.00251889 0
office 0.00265957 0 0
officer 0.00797872 0.00251889 0.0113208
officers 0.00531915 0 0
officials 0.00531915 0.0125945 0.00377358
oppose 0 0.00251889 0
opposed 0.00531915 0 0
order 0 0.00251889 0
ordered 0 0.00251889 0
outcome 0 0.00251889 0
overseas 0 0.00251889 0.00377358
pants 0.00265957 0 0
pardon 0 0.00251889 0
pardons 0.00265957 0 0.00377358
parker 0 0 0.00377358
paroled 0.00265957 0 0
paroles 0.00265957 0 0.00377358
pass 0 0.00251889 0
past 0 0 0.00377358
patrolman 0.00265957 0 0
penalty 0.00531915 0.00755668 0.0113208
pentobarbital 0.00265957 0.00251889 0
people 0 0.00251889 0
perry 0.00531915 0.00251889 0.00377358
photo 0 0.00503778 0
pictured 0 0.00251889 0
pistol 0.00265957 0.00251889 0
place 0 0 0.00377358
pleas 0.00265957 0 0
pm 0.00265957 0 0.00377358
police 0.00531915 0.00503778 0.00754717
policy 0.00265957 0 0
prejudiced 0 0.00251889 0
president 0 0.00503778 0
pressure 0.00265957 0 0
previously 0.00265957 0 0
prison 0.00531915 0.00503778 0
prisons 0 0 0.00377358
procedures 0.00265957 0.00251889 0
process 0 0.00251889 0.00377358
promises 0.00265957 0 0
pronounced 0.00265957 0.00251889 0
properly 0.00265957 0.00251889 0
prosecutor 0 0.00251889 0.00377358
protected 0.00265957 0.00251889 0
protection 0.00265957 0 0
protest 0 0.00251889 0
protests 0 0.00251889 0
provide 0.00265957 0 0
provided 0.00265957 0.00251889 0
provision 0.00265957 0.00251889 0
punishment 0.00531915 0 0
push 0 0 0.00377358
pushing 0 0 0.00377358
put 0 0.00251889 0
raised 0 0 0.00377358
raising 0 0.00251889 0.00377358
ranking 0 0.00251889 0
rare 0 0.00251889 0
reads 0 0.00251889 0
reason 0 0.00251889 0.00377358
receive 0 0.00251889 0
received 0.00265957 0 0
recent 0.00265957 0 0
reconsider 0 0.00251889 0
record 0.00265957 0 0
records 0.00531915 0 0
refused 0 0 0.00377358
reinstated 0 0 0.00377358
rejected 0.00531915 0 0
relations 0.00265957 0.00503778 0
relatives 0.00265957 0.00251889 0
repeated 0.00265957 0 0
repercussions 0 0 0.00377358
report 0 0 0.00377358
reported 0 0 0.0113208
request 0.00265957 0 0.00377358
required 0 0 0.00377358
respect 0.00265957 0 0
review 0.00265957 0.00755668 0
revving 0.00265957 0 0
rick 0.00265957 0.00251889 0.00377358
rights 0.00531915 0.00251889 0
robbery 0.00797872 0.00251889 0.00377358
row 0.00265957 0.00251889 0
ruled 0.00265957 0.00503778 0
ruling 0.00265957 0.00251889 0.00377358
safety 0.00265957 0 0
sandra 0.00265957 0 0.00377358
scene 0.00265957 0 0
scheduled 0 0.00503778 0
secondhighest 0 0.00251889 0
secretary 0.00265957 0.00503778 0.00377358
seek 0 0.00503778 0
selected 0.00265957 0 0
sentence 0 0.00251889 0
served 0.00265957 0 0
setting 0 0 0.00377358
shoichet 0 0 0.00377358
shook 0.00265957 0 0
shooting 0.00265957 0 0
shot 0.00265957 0.00503778 0.00377358
show 0.00265957 0 0
showed 0.00265957 0 0
showing 0 0.00251889 0
sides 0 0.00251889 0
sign 0 0.00251889 0
similar 0.00265957 0 0.00754717
situations 0 0 0.00377358
sixteen 0 0.00251889 0
slain 0.00265957 0 0
slaying 0.00265957 0 0
slightly 0.00265957 0 0
snore 0.00265957 0 0
spanish 0 0.00251889 0
speak 0 0 0.00377358
spokesman 0 0 0.00377358
spokeswoman 0.00265957 0.00503778 0.00377358
spurned 0.00265957 0 0
stance 0.00265957 0 0
state 0.0132979 0.0251889 0.0150943
statement 0.00797872 0.00503778 0.00754717
states 0.00531915 0.00503778 0.0113208
stay 0 0.00251889 0.00377358
stopped 0.00265957 0 0
strongly 0.00265957 0 0
subject 0.00265957 0.00251889 0.00377358
subsequently 0.00265957 0.00251889 0
support 0 0.00503778 0
supporters 0.00265957 0 0.00377358
supreme 0.00797872 0.0125945 0.0113208
sympathy 0 0 0.00377358
syria 0 0.00251889 0
tainted 0.00265957 0 0
taking 0.00265957 0 0
tamayo 0.0265957 0.0302267 0.0264151
tamayos 0.0212766 0.0125945 0.0264151
technicality 0 0 0.00377358
texas 0.0132979 0.0277078 0.0264151
threatens 0.00265957 0 0
thursday 0 0.00503778 0
time 0.00265957 0.00251889 0
times 0.00265957 0.00251889 0
told 0 0.00251889 0
tonight 0 0 0.00377358
town 0 0.00251889 0
treated 0.00265957 0.00503778 0.00377358
treaty 0.00531915 0 0.00377358
trial 0.00531915 0.00251889 0.00754717
trousers 0 0.00251889 0
tuesday 0.00265957 0.00251889 0
ultimate 0.00265957 0.00503778 0.00377358
uncovered 0.00265957 0.00251889 0
undated 0 0.00251889 0
undermines 0.00265957 0 0
unfair 0.00265957 0 0
united 0.00265957 0.00251889 0.00377358
unsuccessfully 0.00265957 0 0
uphold 0 0.00251889 0
urged 0.00265957 0 0.00377358
usmexico 0 0.00503778 0
valdes 0 0 0.00377358
victim 0 0.00251889 0
victims 0.00531915 0 0
vienna 0.00265957 0.00251889 0
violate 0 0.00251889 0.00377358
violated 0 0 0.00377358
violates 0.00265957 0 0
violation 0.00265957 0.00251889 0.00377358
w 0 0.00251889 0
warden 0.00265957 0 0
warned 0 0.00251889 0
washington 0 0 0.00377358
watch 0.00265957 0 0
watched 0.00265957 0 0
wearing 0.00265957 0 0
wednesday 0.00531915 0.00251889 0.00754717
week 0.00265957 0 0
weighed 0 0 0.00377358
window 0.00265957 0 0
witnessed 0 0.00251889 0
witnesses 0.00531915 0 0
woman 0 0.00251889 0
word 0 0.00251889 0
wrote 0 0 0.00377358
year 0.00265957 0.00251889 0.00377358
years 0.00531915 0.00251889 0.00377358
